"","phase","question","trialNum","swatch","response","responseCoded","rt","subid","age","timeOfTest","condition","gender","englishExposure","trialComments","sessionComments","ageCalc"
"639","study","do you think this one is an animal?",15,"BI2A00012","definitely NO",-2.5,23889,"p13",5.504109589,"14:28","set4","female",NA,"hard for me","SPOKE SPANISH WITH DAD",5y 0m 182d 18H 0M 0S
"640","study","do you think this one is an animal?",16,"BI2A00021","definitely NO",-2.5,10658,"p13",5.504109589,"14:28","set4","female",NA,"dirt","SPOKE SPANISH WITH DAD",5y 0m 182d 18H 0M 0S
"641","practice",NA,1,"apple_1","skip",NA,16860,"p14",7.021917808,"14:43","set1","male",NA,"","SPOKE SPANISH WITH DAD",7y 0m 6d 6H 0M 0S
"642","practice",NA,2,"apple_2","skip",NA,3402,"p14",7.021917808,"14:43","set1","male",NA,"","SPOKE SPANISH WITH DAD",7y 0m 6d 6H 0M 0S
"643","practice",NA,3,"apple_3","skip",NA,2253,"p14",7.021917808,"14:43","set1","male",NA,"","SPOKE SPANISH WITH DAD",7y 0m 6d 6H 0M 0S
"644","practice",NA,4,"apple_1","skip",NA,10515,"p14",7.021917808,"14:43","set1","male",NA,"","SPOKE SPANISH WITH DAD",7y 0m 6d 6H 0M 0S
"645","study","do you think this one is an animal?",5,"BI2A00003","definitely YES",2.5,29663,"p14",7.021917808,"14:43","set1","male",NA,"raccoon","SPOKE SPANISH WITH DAD",7y 0m 6d 6H 0M 0S
"646","study","do you think this one is an animal?",6,"BI2A00014","probably NO",-1.5,32607,"p14",7.021917808,"14:43","set1","male",NA,"hard","SPOKE SPANISH WITH DAD",7y 0m 6d 6H 0M 0S
"647","study","do you think this one is an animal?",7,"BI2A00043","definitely NO",-2.5,17671,"p14",7.021917808,"14:43","set1","male",NA,"water","SPOKE SPANISH WITH DAD",7y 0m 6d 6H 0M 0S
"648","study","do you think this one is an animal?",8,"BI2A00020","probably YES",1.5,43087,"p14",7.021917808,"14:43","set1","male",NA,"dog hair","SPOKE SPANISH WITH DAD",7y 0m 6d 6H 0M 0S
"649","study","do you think this one is an animal?",9,"BI2A00028","definitely NO",-2.5,31884,"p14",7.021917808,"14:43","set1","male",NA,"saw already, a trunk","SPOKE SPANISH WITH DAD",7y 0m 6d 6H 0M 0S
"650","study","do you think this one is an animal?",10,"BI2A00033","maybe NO",-0.5,30022,"p14",7.021917808,"14:43","set1","male",NA,"feathers","SPOKE SPANISH WITH DAD",7y 0m 6d 6H 0M 0S
"651","study","do you think this one is an animal?",11,"BI2A00031","definitely NO",-2.5,33192,"p14",7.021917808,"14:43","set1","male",NA,"rug - I have one that's exactly like that","SPOKE SPANISH WITH DAD",7y 0m 6d 6H 0M 0S
"652","study","do you think this one is an animal?",12,"BI2A00047","maybe NO",-0.5,26689,"p14",7.021917808,"14:43","set1","male",NA,"not animal","SPOKE SPANISH WITH DAD",7y 0m 6d 6H 0M 0S
"653","study","do you think this one is an animal?",13,"BI2A00030","maybe NO",-0.5,27103,"p14",7.021917808,"14:43","set1","male",NA,"blanket for sleeping, might be wrong","SPOKE SPANISH WITH DAD",7y 0m 6d 6H 0M 0S
"654","study","do you think this one is an animal?",14,"BI2A00008","definitely YES",2.5,19490,"p14",7.021917808,"14:43","set1","male",NA,"monkey","SPOKE SPANISH WITH DAD",7y 0m 6d 6H 0M 0S
"655","study","do you think this one is an animal?",15,"BI2A00046","definitely NO",-2.5,15285,"p14",7.021917808,"14:43","set1","male",NA,"basket","SPOKE SPANISH WITH DAD",7y 0m 6d 6H 0M 0S
"656","study","do you think this one is an animal?",16,"BI2A00015","probably YES",1.5,20356,"p14",7.021917808,"14:43","set1","male",NA,"fur cat","SPOKE SPANISH WITH DAD",7y 0m 6d 6H 0M 0S
"657","bonus","Do you think this one can sense things nearby?",17,"BI2A00043","NO",NA,12054,"p14",7.021917808,"14:43","set1","male",NA,"","SPOKE SPANISH WITH DAD",7y 0m 6d 6H 0M 0S
"658","bonus","Do you think this one can feel pain?",18,"BI2A00031","skip",NA,11573,"p14",7.021917808,"14:43","set1","male",NA,"not sure","SPOKE SPANISH WITH DAD",7y 0m 6d 6H 0M 0S
"659","bonus","Do you think this one can think?",19,"BI2A00046","NO",NA,8024,"p14",7.021917808,"14:43","set1","male",NA,"","SPOKE SPANISH WITH DAD",7y 0m 6d 6H 0M 0S
"660","bonus","Do you think this can feel happy?",20,"BI2A00020","NO",NA,9140,"p14",7.021917808,"14:43","set1","male",NA,"","SPOKE SPANISH WITH DAD",7y 0m 6d 6H 0M 0S
"661","bonus","Do you think this one can feel hungry?",21,"BI2A00008","YES",NA,14944,"p14",7.021917808,"14:43","set1","male",NA,"cuz I said monkey","SPOKE SPANISH WITH DAD",7y 0m 6d 6H 0M 0S
"662","bonus","Do you think this one has feelings?",22,"BI2A00003","NO",NA,14849,"p14",7.021917808,"14:43","set1","male",NA,"","SPOKE SPANISH WITH DAD",7y 0m 6d 6H 0M 0S
"663","practice",NA,1,"apple_1","skip",NA,11144,"p15",5.460273973,"14:56","set1","male",NA,NA,NA,5y 0m 166d 18H 0M 0S
"664","practice",NA,2,"apple_2","skip",NA,3383,"p15",5.460273973,"14:56","set1","male",NA,NA,NA,5y 0m 166d 18H 0M 0S
"665","practice",NA,3,"apple_3","skip",NA,3255,"p15",5.460273973,"14:56","set1","male",NA,NA,NA,5y 0m 166d 18H 0M 0S
"666","practice",NA,4,"apple_1","skip",NA,11251,"p15",5.460273973,"14:56","set1","male",NA,NA,NA,5y 0m 166d 18H 0M 0S
"667","study","do you think this one is an animal?",5,"BI2A00028","maybe YES",0.5,12521,"p15",5.460273973,"14:56","set1","male",NA,NA,NA,5y 0m 166d 18H 0M 0S
"668","study","do you think this one is an animal?",6,"BI2A00043","maybe NO",-0.5,10852,"p15",5.460273973,"14:56","set1","male",NA,NA,NA,5y 0m 166d 18H 0M 0S
"669","study","do you think this one is an animal?",7,"BI2A00030","maybe NO",-0.5,9439,"p15",5.460273973,"14:56","set1","male",NA,NA,NA,5y 0m 166d 18H 0M 0S
"670","study","do you think this one is an animal?",8,"BI2A00046","maybe NO",-0.5,6304,"p15",5.460273973,"14:56","set1","male",NA,NA,NA,5y 0m 166d 18H 0M 0S
"671","study","do you think this one is an animal?",9,"BI2A00015","maybe YES",0.5,8341,"p15",5.460273973,"14:56","set1","male",NA,NA,NA,5y 0m 166d 18H 0M 0S
"672","study","do you think this one is an animal?",10,"BI2A00014","maybe YES",0.5,6268,"p15",5.460273973,"14:56","set1","male",NA,NA,NA,5y 0m 166d 18H 0M 0S
"673","study","do you think this one is an animal?",11,"BI2A00020","definitely YES",2.5,6236,"p15",5.460273973,"14:56","set1","male",NA,NA,NA,5y 0m 166d 18H 0M 0S
"674","study","do you think this one is an animal?",12,"BI2A00003","definitely YES",2.5,9303,"p15",5.460273973,"14:56","set1","male",NA,NA,NA,5y 0m 166d 18H 0M 0S
"675","study","do you think this one is an animal?",13,"BI2A00033","maybe NO",-0.5,6378,"p15",5.460273973,"14:56","set1","male",NA,NA,NA,5y 0m 166d 18H 0M 0S
"676","study","do you think this one is an animal?",14,"BI2A00008","definitely YES",2.5,5984,"p15",5.460273973,"14:56","set1","male",NA,NA,NA,5y 0m 166d 18H 0M 0S
"677","study","do you think this one is an animal?",15,"BI2A00031","definitely NO",-2.5,7611,"p15",5.460273973,"14:56","set1","male",NA,NA,NA,5y 0m 166d 18H 0M 0S
"678","study","do you think this one is an animal?",16,"BI2A00047","maybe YES",0.5,7237,"p15",5.460273973,"14:56","set1","male",NA,NA,NA,5y 0m 166d 18H 0M 0S
"679","bonus","Do you think this one can feel hungry?",17,"BI2A00003","maybe YES",0.5,28062,"p15",5.460273973,"14:56","set1","male",NA,NA,NA,5y 0m 166d 18H 0M 0S
"680","bonus","Do you think this one can think?",18,"BI2A00020","maybe NO",-0.5,14461,"p15",5.460273973,"14:56","set1","male",NA,NA,NA,5y 0m 166d 18H 0M 0S
"681","bonus","Do you think this one can feel hurt?",19,"BI2A00043","YES",NA,6771,"p15",5.460273973,"14:56","set1","male",NA,NA,NA,5y 0m 166d 18H 0M 0S
"682","bonus","Do you think this one has feelings?",20,"BI2A00008","NO",NA,10545,"p15",5.460273973,"14:56","set1","male",NA,NA,NA,5y 0m 166d 18H 0M 0S
"683","bonus","Do you think this can feel happy?",21,"BI2A00031","YES",NA,8488,"p15",5.460273973,"14:56","set1","male",NA,NA,NA,5y 0m 166d 18H 0M 0S
"684","bonus","Do you think this one can sense things nearby?",22,"BI2A00046","YES",NA,7436,"p15",5.460273973,"14:56","set1","male",NA,NA,NA,5y 0m 166d 18H 0M 0S
"685","practice",NA,1,"apple_1","skip",NA,11916,"p17",6.619178082,"15:19","set3","female",NA,"",NA,6y 0m 224d 12H 0M 0S
"686","practice",NA,2,"apple_2","skip",NA,4764,"p17",6.619178082,"15:19","set3","female",NA,"",NA,6y 0m 224d 12H 0M 0S
"687","practice",NA,3,"apple_3","skip",NA,2726,"p17",6.619178082,"15:19","set3","female",NA,"",NA,6y 0m 224d 12H 0M 0S
"688","practice",NA,4,"apple_1","skip",NA,10668,"p17",6.619178082,"15:19","set3","female",NA,"",NA,6y 0m 224d 12H 0M 0S
"689","study","do you think this one is an animal?",5,"BI2A00018","definitely YES",2.5,17341,"p17",6.619178082,"15:19","set3","female",NA,"",NA,6y 0m 224d 12H 0M 0S
"690","study","do you think this one is an animal?",6,"BI2A00027","maybe NO",-0.5,30409,"p17",6.619178082,"15:19","set3","female",NA,"",NA,6y 0m 224d 12H 0M 0S
"691","study","do you think this one is an animal?",7,"BI2A00019","definitely YES",2.5,7971,"p17",6.619178082,"15:19","set3","female",NA,"",NA,6y 0m 224d 12H 0M 0S
"692","study","do you think this one is an animal?",8,"BI2A00005","definitely YES",2.5,4285,"p17",6.619178082,"15:19","set3","female",NA,"",NA,6y 0m 224d 12H 0M 0S
"693","study","do you think this one is an animal?",9,"BI2A00007","definitely YES",2.5,3910,"p17",6.619178082,"15:19","set3","female",NA,"",NA,6y 0m 224d 12H 0M 0S
"694","study","do you think this one is an animal?",10,"BI2A00017","definitely YES",2.5,4918,"p17",6.619178082,"15:19","set3","female",NA,"",NA,6y 0m 224d 12H 0M 0S
"695","study","do you think this one is an animal?",11,"BI2A00035","maybe NO",-0.5,12925,"p17",6.619178082,"15:19","set3","female",NA,"",NA,6y 0m 224d 12H 0M 0S
"696","study","do you think this one is an animal?",12,"BI2A00026","definitely YES",2.5,15340,"p17",6.619178082,"15:19","set3","female",NA,"",NA,6y 0m 224d 12H 0M 0S
"697","study","do you think this one is an animal?",13,"BI2A00025","maybe YES",0.5,7642,"p17",6.619178082,"15:19","set3","female",NA,"",NA,6y 0m 224d 12H 0M 0S
"698","study","do you think this one is an animal?",14,"BI2A00036","definitely YES",2.5,46843,"p17",6.619178082,"15:19","set3","female",NA,"rug",NA,6y 0m 224d 12H 0M 0S
"699","study","do you think this one is an animal?",15,"BI2A00010","probably YES",1.5,24334,"p17",6.619178082,"15:19","set3","female",NA,"dog",NA,6y 0m 224d 12H 0M 0S
"700","study","do you think this one is an animal?",16,"BI2A00044","definitely NO",-2.5,14928,"p17",6.619178082,"15:19","set3","female",NA,"",NA,6y 0m 224d 12H 0M 0S
"701","bonus","Do you think this one can think?",17,"BI2A00035","NO",NA,19480,"p17",6.619178082,"15:19","set3","female",NA,"paper",NA,6y 0m 224d 12H 0M 0S
"702","bonus","Do you think this one can sense things nearby?",18,"BI2A00044","NO",NA,6469,"p17",6.619178082,"15:19","set3","female",NA,"",NA,6y 0m 224d 12H 0M 0S
"703","bonus","Do you think this one has feelings?",19,"BI2A00007","YES",NA,5930,"p17",6.619178082,"15:19","set3","female",NA,"",NA,6y 0m 224d 12H 0M 0S
"704","bonus","Do you think this one can feel pain?",20,"BI2A00005","YES",NA,6860,"p17",6.619178082,"15:19","set3","female",NA,"",NA,6y 0m 224d 12H 0M 0S
"705","bonus","Do you think this can feel happy?",21,"BI2A00018","maybe YES",0.5,17635,"p17",6.619178082,"15:19","set3","female",NA,"",NA,6y 0m 224d 12H 0M 0S
"706","bonus","Do you think this one can feel hungry?",22,"BI2A00017","YES",NA,6808,"p17",6.619178082,"15:19","set3","female",NA,"",NA,6y 0m 224d 12H 0M 0S
"707","practice",NA,1,"apple_1","skip",NA,13842,"p18",5.342465753,"15:44","set4","male","often","",NA,5y 0m 123d 18H 0M 0S
"708","practice",NA,2,"apple_2","skip",NA,3388,"p18",5.342465753,"15:44","set4","male","often","",NA,5y 0m 123d 18H 0M 0S
"709","practice",NA,3,"apple_3","skip",NA,3393,"p18",5.342465753,"15:44","set4","male","often","",NA,5y 0m 123d 18H 0M 0S
"710","practice",NA,4,"apple_1","skip",NA,11068,"p18",5.342465753,"15:44","set4","male","often","",NA,5y 0m 123d 18H 0M 0S
"711","study","do you think this one is an animal?",5,"BI2A00042","maybe NO",-0.5,17162,"p18",5.342465753,"15:44","set4","male","often","",NA,5y 0m 123d 18H 0M 0S
"712","study","do you think this one is an animal?",6,"BI2A00029","maybe NO",-0.5,12335,"p18",5.342465753,"15:44","set4","male","often","",NA,5y 0m 123d 18H 0M 0S
"713","study","do you think this one is an animal?",7,"BI2A00022","maybe YES",0.5,12792,"p18",5.342465753,"15:44","set4","male","often","",NA,5y 0m 123d 18H 0M 0S
"714","study","do you think this one is an animal?",8,"BI2A00024","probably YES",1.5,16133,"p18",5.342465753,"15:44","set4","male","often","porcupine",NA,5y 0m 123d 18H 0M 0S
"715","study","do you think this one is an animal?",9,"BI2A00012","maybe YES",0.5,11909,"p18",5.342465753,"15:44","set4","male","often","",NA,5y 0m 123d 18H 0M 0S
"716","study","do you think this one is an animal?",10,"BI2A00039","probably NO",-1.5,9413,"p18",5.342465753,"15:44","set4","male","often","",NA,5y 0m 123d 18H 0M 0S
"717","study","do you think this one is an animal?",11,"BI2A00021","probably NO",-1.5,5207,"p18",5.342465753,"15:44","set4","male","often","",NA,5y 0m 123d 18H 0M 0S
"718","study","do you think this one is an animal?",12,"BI2A00011","probably YES",1.5,6849,"p18",5.342465753,"15:44","set4","male","often","",NA,5y 0m 123d 18H 0M 0S
"719","study","do you think this one is an animal?",13,"BI2A00048","probably NO",-1.5,9590,"p18",5.342465753,"15:44","set4","male","often","",NA,5y 0m 123d 18H 0M 0S
"720","study","do you think this one is an animal?",14,"BI2A00023","maybe YES",0.5,8137,"p18",5.342465753,"15:44","set4","male","often","",NA,5y 0m 123d 18H 0M 0S
"721","study","do you think this one is an animal?",15,"BI2A00001","probably YES",1.5,7563,"p18",5.342465753,"15:44","set4","male","often","",NA,5y 0m 123d 18H 0M 0S
"722","study","do you think this one is an animal?",16,"BI2A00009","probably YES",1.5,7710,"p18",5.342465753,"15:44","set4","male","often","",NA,5y 0m 123d 18H 0M 0S
"723","bonus","Do you think this one can feel pain?",17,"BI2A00048","maybe NO",-0.5,13445,"p18",5.342465753,"15:44","set4","male","often","",NA,5y 0m 123d 18H 0M 0S
"724","bonus","Do you think this one has feelings?",18,"BI2A00023","probably NO",-1.5,9357,"p18",5.342465753,"15:44","set4","male","often","",NA,5y 0m 123d 18H 0M 0S
"725","bonus","Do you think this can feel happy?",19,"BI2A00011","probably YES",1.5,9590,"p18",5.342465753,"15:44","set4","male","often","",NA,5y 0m 123d 18H 0M 0S
"726","bonus","Do you think this one can sense things nearby?",20,"BI2A00022","probably NO",-1.5,10901,"p18",5.342465753,"15:44","set4","male","often","",NA,5y 0m 123d 18H 0M 0S
"727","bonus","Do you think this one can feel hungry?",21,"BI2A00039","probably NO",-1.5,8564,"p18",5.342465753,"15:44","set4","male","often","",NA,5y 0m 123d 18H 0M 0S
"728","bonus","Do you think this one can think?",22,"BI2A00009","probably NO",-1.5,5471,"p18",5.342465753,"15:44","set4","male","often","",NA,5y 0m 123d 18H 0M 0S
